kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag
5372966,K00832.01,,FALSE POSITIVE,9.286358079,0.377,3.49949,44791.4,17.61,796.0,95.03,1671.1,1,117.0,5670.0,4.523,-0.4,0.821,0.82,294.74396,40.53392,15.365
5376067,K00833.01,,FALSE POSITIVE,3.951405455,1.276,2.1862,2453.9,31.44,1133.0,388.71,117.2,1,272.0,6046.0,4.539,-0.38,0.869,0.953,295.50439,40.505489,15.446
5436502,K00834.01,Kepler-238 e,CONFIRMED,23.65369415,0.008,8.2183,3341.8,7.89,731.0,67.65,266.3,5,57.0,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084
5436502,K00834.02,Kepler-238 d,CONFIRMED,13.23352214,0.014,6.7372,504.6,3.06,888.0,146.67,49.1,5,97.0,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084
5436502,K00834.03,Kepler-238 c,CONFIRMED,6.15560285,0.235,4.9843,285.0,2.32,1146.0,406.94,35.1,5,203.0,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084
5436502,K00834.04,Kepler-238 b,CONFIRMED,2.090811305,0.746,3.388,115.9,1.62,1642.0,1718.04,19.9,5,527.0,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084
10875245,K00117.03,Kepler-107 b,CONFIRMED,3.180027898,0.196,3.5797,120.3,1.53,1458.0,1066.86,50.4,4,323.0,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487
5436502,K00834.05,Kepler-238 f,CONFIRMED,50.4467417,0.379,7.159,370.3,2.67,568.0,24.64,19.4,5,22.0,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084
5456651,K00835.01,Kepler-239 b,CONFIRMED,11.76307164,0.048,2.9076,1037.3,2.35,616.0,33.99,48.9,2,88.0,4959.0,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208
5456651,K00835.02,Kepler-239 c,CONFIRMED,56.2279271,0.7,3.57,862.7,2.37,366.0,4.22,20.9,2,18.0,4959.0,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208
5481416,K00836.01,,FALSE POSITIVE,2.384052875,1.178,3.0918,1268.1,17.06,1010.0,244.87,50.5,1,549.0,4794.0,4.58,-0.22,0.701,0.683,299.64285,40.691238,15.836
5531576,K00837.01,Kepler-240 c,CONFIRMED,7.953547,0.3,2.6312,875.4,2.25,696.0,55.37,38.4,2,166.0,4768.0,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66
5531576,K00837.02,Kepler-240 b,CONFIRMED,4.14451656,0.004,2.3421,391.8,1.48,864.0,132.08,22.8,2,316.0,4768.0,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66
5534814,K00838.01,,FALSE POSITIVE,4.859386384,1.259,2.2757,6044.3,38.33,1114.0,364.23,269.7,1,273.0,6072.0,4.47,-0.1,0.988,1.05,292.21436,40.759762,15.311
6291653,K00850.01,Kepler-702 b,CONFIRMED,10.526294577,0.644,2.5211,9768.0,8.24,713.0,61.16,482.3,1,129.0,5386.0,4.553,-0.2,0.793,0.82,293.87811,41.66177,15.305
6392727,K00851.01,Kepler-703 b,CONFIRMED,4.583520948,0.045,2.7055,3812.1,5.39,1038.0,274.98,99.5,1,297.0,5815.0,4.54,-0.12,0.877,0.973,299.18686,41.74268,15.287
6422070,K00852.01,Kepler-704 b,CONFIRMED,3.76181843,0.926,3.5176,510.6,2.66,1121.0,372.62,35.9,1,273.0,5653.0,4.472,0.1,0.949,0.974,283.31638,41.83712,15.257
6428700,K00853.01,Kepler-242 b,CONFIRMED,8.20396958,0.823,2.9667,1024.4,3.01,742.0,71.5,54.4,2,162.0,5015.0,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376
6428700,K00853.02,Kepler-242 c,CONFIRMED,14.49645186,0.97,4.016,647.5,3.01,613.0,33.48,25.7,2,89.0,5015.0,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376
5792202,K00841.03,Kepler-27 d,CONFIRMED,6.54626149,0.644,2.75,655.9,2.19,810.0,101.78,24.8,5,200.0,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855
5794379,K00842.01,Kepler-241 b,CONFIRMED,12.71809866,0.427,3.0957,1149.4,2.31,562.0,23.6,52.7,2,107.0,4702.0,4.592,-0.22,0.686,0.67,292.91312,41.060921,15.389
5794379,K00842.02,Kepler-241 c,CONFIRMED,36.06588163,0.26,4.3246,1563.8,2.64,397.0,5.88,51.7,2,38.0,4702.0,4.592,-0.22,0.686,0.67,292.91312,41.060921,15.389
5881688,K00843.01,Kepler-696 b,CONFIRMED,4.190425659,0.458,2.8589,2877.4,6.21,1234.0,547.9,240.6,1,318.0,6073.0,4.392,0.2,1.135,1.163,293.49661,41.137589,15.27
6022556,K00844.01,Kepler-697 b,CONFIRMED,3.709870784,0.023,3.0694,2020.3,4.35,1151.0,415.1,116.1,1,279.0,5727.0,4.463,0.14,0.978,1.013,283.86441,41.346458,15.581
6032497,K00845.01,Kepler-698 b,CONFIRMED,16.3297527,0.791,6.271,1187.5,3.75,727.0,66.08,74.6,1,85.0,5878.0,4.444,-0.06,0.987,0.989,288.51001,41.301769,15.447
6061119,K00846.01,Kepler-699 b,CONFIRMED,27.807566216,0.782,4.21587,25391.1,13.84,554.0,22.24,748.1,1,50.0,5862.0,4.584,-0.52,0.785,0.865,296.88821,41.396091,15.482
6191521,K00847.01,Kepler-700 b,CONFIRMED,80.8723469,0.527,11.195,3604.6,7.59,452.0,9.88,160.9,1,17.0,5510.0,4.222,0.16,1.238,0.932,287.1543,41.565788,15.201
6267425,K00848.01,,FALSE POSITIVE,3.166465862,1.266,2.9381,4357.2,26.82,954.0,196.31,122.1,1,320.0,4968.0,4.575,-0.36,0.704,0.68,284.86929,41.679192,15.999
3531558,K00118.01,Kepler-467 b,CONFIRMED,24.99324319,0.686,5.9409,269.6,2.29,712.0,60.88,62.0,1,53.0,5718.0,4.181,0.0,1.317,0.961,287.36279,38.649601,12.377
6276477,K00849.01,Kepler-701 b,CONFIRMED,10.35533116,0.029,3.1775,750.6,2.47,777.0,86.22,49.2,1,127.0,5501.0,4.462,0.02,0.918,0.891,288.9942,41.633282,15.018
6863998,K00867.01,Kepler-709 b,CONFIRMED,16.08518937,0.867,3.984,1442.4,3.68,613.0,33.43,62.6,1,82.0,5239.0,4.523,0.0,0.826,0.83,292.10519,42.380322,15.219
6867155,K00868.01,,CANDIDATE,235.9986399,0.778,8.2284,20714.6,10.59,188.0,0.29,271.8,1,6.0,4245.0,4.627,0.12,0.657,0.666,293.00797,42.307201,15.172
6948054,K00869.01,Kepler-245 b,CONFIRMED,7.49018305,0.02,2.7297,1123.6,2.56,753.0,76.06,53.0,4,178.0,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599
6948054,K00869.02,Kepler-245 d,CONFIRMED,36.2761238,0.035,4.7865,1572.6,3.03,445.0,9.29,45.5,4,39.0,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599
6948054,K00869.03,Kepler-245 c,CONFIRMED,17.46087931,0.594,2.2641,812.4,2.32,568.0,24.6,22.6,4,69.0,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599
6435936,K00854.01,Kepler-705 b,CONFIRMED,56.0560754,0.018,4.685,1626.0,1.94,233.0,0.69,27.4,1,24.0,3593.0,4.757,0.26,0.491,0.503,289.50848,41.812119,15.849
6522242,K00855.01,Kepler-706 b,CONFIRMED,41.408316686,0.377,5.0264,22838.9,11.38,453.0,9.93,907.8,1,33.0,5522.0,4.586,-0.46,0.747,0.786,291.76041,41.944069,15.196
6526710,K00856.01,,CANDIDATE,39.74893077,0.881,7.3051,15178.9,14.21,552.0,21.87,561.1,1,34.0,6122.0,4.487,-0.18,0.964,1.041,293.17929,41.969238,15.344
6587280,K00857.01,Kepler-243 b,CONFIRMED,5.715425977,0.348,2.5242,908.1,2.47,850.0,123.03,59.4,2,181.0,5237.0,4.572,0.24,0.826,0.927,285.11047,42.033958,15.086
9471974,K00119.01,Kepler-108 b,CONFIRMED,49.18394185,0.035,11.3364,1646.2,8.2,669.0,47.4,355.7,2,29.0,5626.0,3.907,0.36,2.057,1.247,294.55917,46.062328,12.654
6587280,K00857.02,Kepler-243 c,CONFIRMED,20.0261412,0.957,1.611,421.2,2.28,559.0,23.14,10.7,2,54.0,5237.0,4.572,0.24,0.826,0.927,285.11047,42.033958,15.086
6599919,K00858.01,,CANDIDATE,13.61014819,1.081,2.594,5732.9,19.02,733.0,68.29,184.1,1,101.0,5697.0,4.46,-0.26,0.903,0.857,289.89777,42.009151,15.06
6675056,K00859.01,,FALSE POSITIVE,10.44331991,0.23,2.743,1159.8,2.66,667.0,46.94,51.7,1,127.0,4947.0,4.516,0.08,0.802,0.769,286.24356,42.148811,15.546
6685526,K00861.01,Kepler-707 b,CONFIRMED,2.237489571,0.128,1.8119,315.8,1.41,1160.0,427.17,30.7,1,595.0,5265.0,4.58,0.14,0.81,0.91,290.00757,42.116459,15.001
6756669,K00862.01,,FALSE POSITIVE,5.851520671,0.211,3.11058,33003.6,14.62,901.0,155.89,1630.4,1,178.0,5532.0,4.53,-0.34,0.806,0.804,284.08731,42.233231,15.33
6784235,K00863.01,Kepler-708 b,CONFIRMED,3.167893418,0.026,2.1814,781.2,2.62,1221.0,526.23,64.8,1,430.0,5895.0,4.503,-0.02,0.94,1.026,293.81647,42.212502,15.533
6849310,K00864.01,Kepler-244 b,CONFIRMED,4.311780262,0.196,2.7251,1154.0,3.11,1038.0,274.84,86.1,3,299.0,5527.0,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604
6849310,K00864.02,Kepler-244 d,CONFIRMED,20.0504494,0.383,4.556,840.9,2.69,622.0,35.44,37.8,3,64.0,5527.0,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604
6849310,K00864.03,Kepler-244 c,CONFIRMED,9.76734503,0.9,1.6585,569.1,2.67,791.0,92.46,21.1,3,122.0,5527.0,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604
6862328,K00865.01,,CANDIDATE,119.0207044,0.076,8.1405,7430.5,8.98,366.0,4.25,223.5,1,11.0,5453.0,4.342,0.16,1.062,0.904,291.58377,42.36816,15.085
9471974,K00119.02,Kepler-108 c,CONFIRMED,190.3200468,0.812,15.284,1141.7,7.78,426.0,7.8,139.3,2,7.0,5626.0,3.907,0.36,2.057,1.247,294.55917,46.062328,12.654
6862603,K00866.01,,FALSE POSITIVE,2.861159894,0.965,1.8832,1014.3,4.37,1355.0,797.1,58.3,1,454.0,6126.0,4.458,-0.04,1.021,1.09,291.67172,42.343109,15.618
7366258,K00880.01,Kepler-82 b,CONFIRMED,26.44439337,0.03,3.9783,1843.5,3.91,562.0,23.54,88.0,4,53.0,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158
7366258,K00880.02,Kepler-82 c,CONFIRMED,51.53997972,0.183,6.3994,3644.3,5.51,450.0,9.67,155.5,4,28.0,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158
7366258,K00880.03,Kepler-82 e,CONFIRMED,5.902245782,0.209,2.9003,702.3,2.43,926.0,173.74,59.3,4,220.0,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158
7366258,K00880.04,Kepler-82 d,CONFIRMED,2.382951591,0.479,1.8876,391.6,1.86,1253.0,583.01,41.4,4,515.0,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,15.158
7373451,K00881.01,Kepler-712 b,CONFIRMED,21.02250608,0.036,4.1072,1772.5,3.07,521.0,17.48,62.4,2,67.0,5067.0,4.585,-0.08,0.75,0.789,294.90973,42.935261,15.859
6948054,K00869.04,Kepler-245 e,CONFIRMED,3.219814777,0.06,2.0642,488.2,1.69,998.0,234.93,30.5,4,391.0,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599
6949607,K00870.01,Kepler-28 b,CONFIRMED,5.912273234,0.17,2.3254,961.4,1.73,585.0,27.72,62.8,2,227.0,4072.0,4.696,-0.18,0.57,0.586,292.13702,42.42942,15.036
6949607,K00870.02,Kepler-28 c,CONFIRMED,8.98581901,0.008,2.8606,881.3,1.65,509.0,15.9,51.8,2,145.0,4072.0,4.696,-0.18,0.57,0.586,292.13702,42.42942,15.036
7031517,K00871.01,,CANDIDATE,12.940668656,0.897,2.4845,42450.0,22.94,723.0,64.64,307.5,1,100.0,5875.0,4.572,-0.42,0.809,0.895,291.11969,42.507069,15.215
11869052,K00120.01,,FALSE POSITIVE,20.5452375,0.95,2.517,218.5,2.41,742.0,71.57,18.5,1,67.0,5670.0,4.206,0.0,1.264,0.937,294.40192,50.172089,12.003
7109675,K00872.01,Kepler-46 b,CONFIRMED,33.60123371,0.67,4.4056,7425.9,8.46,495.0,14.22,247.9,2,39.0,5149.0,4.447,0.42,0.93,0.882,289.26874,42.604172,15.262
7109675,K00872.02,Kepler-46 d,CONFIRMED,6.76652928,0.429,2.9004,450.7,1.97,845.0,120.48,29.2,2,194.0,5149.0,4.447,0.42,0.93,0.882,289.26874,42.604172,15.262
7118364,K00873.01,Kepler-710 b,CONFIRMED,4.347288783,0.025,2.1024,451.6,2.36,1174.0,449.79,39.7,1,307.0,5754.0,4.345,0.16,1.122,1.014,291.96417,42.69614,15.024
7134976,K00874.01,Kepler-246 b,CONFIRMED,4.601811819,0.567,2.2607,755.9,2.35,896.0,152.91,60.8,2,295.0,4986.0,4.496,0.16,0.833,0.793,296.48343,42.663429,15.024
7134976,K00874.02,Kepler-246 c,CONFIRMED,11.18719905,0.387,3.252,353.6,1.55,667.0,46.65,21.9,2,117.0,4986.0,4.496,0.16,0.833,0.793,296.48343,42.663429,15.024
7135852,K00875.01,Kepler-1729 b,CONFIRMED,4.220965778,0.705,3.0854,2260.0,2.62,595.0,29.68,157.8,1,321.0,3837.0,4.747,-0.06,0.517,0.544,296.69394,42.62611,15.692
7270230,K00876.01,,FALSE POSITIVE,6.998099523,7.361,2.0488,20285.0,588.66,853.0,125.22,192.3,1,192.0,5612.0,4.566,-0.12,0.829,0.926,287.88412,42.832439,15.877
7287995,K00877.01,Kepler-81 b,CONFIRMED,5.95489993,0.327,2.3892,1410.7,2.33,635.0,38.52,87.2,3,226.0,4261.0,4.641,-0.06,0.633,0.64,293.63696,42.82497,15.019
7287995,K00877.02,Kepler-81 c,CONFIRMED,12.03987488,0.286,2.7363,1250.6,2.18,502.0,15.06,57.6,3,106.0,4261.0,4.641,-0.06,0.633,0.64,293.63696,42.82497,15.019
7287995,K00877.03,Kepler-81 d,CONFIRMED,20.83762895,0.706,2.3734,439.0,1.42,418.0,7.24,14.9,3,67.0,4261.0,4.641,-0.06,0.633,0.64,293.63696,42.82497,15.019
3247396,K00121.01,,FALSE POSITIVE,8.8111022,1.223,5.0683,401.1,63.66,1399.0,904.92,76.8,1,125.0,6200.0,3.8,-0.12,2.404,1.333,294.46088,38.383461,12.759
7303253,K00878.01,Kepler-711 b,CONFIRMED,23.58917143,0.926,5.073,1200.7,3.16,487.0,13.34,53.3,1,56.0,4919.0,4.566,-0.24,0.721,0.697,297.46002,42.83992,15.316
5094751,K00123.01,Kepler-109 b,CONFIRMED,6.481633073,0.833,3.784,298.5,2.54,1145.0,406.25,125.6,2,214.0,5945.0,4.213,-0.08,1.302,1.009,290.39273,40.28487,12.365
7678434,K00892.01,Kepler-716 b,CONFIRMED,10.37168928,0.537,3.035,1254.9,3.2,720.0,63.68,64.5,2,128.0,5121.0,4.457,0.18,0.888,0.822,290.39322,43.363899,15.193
7678434,K00892.02,Kepler-716 c,CONFIRMED,3.96996298,0.836,1.1757,299.2,1.78,992.0,229.37,15.0,2,320.0,5121.0,4.457,0.18,0.888,0.822,290.39322,43.363899,15.193
7685981,K00893.01,Kepler-717 b,CONFIRMED,4.40841331,0.899,5.012,549.4,2.66,1139.0,398.0,45.1,1,279.0,6007.0,4.457,-0.24,0.961,0.968,292.96555,43.34639,15.662
7708215,K00894.01,,FALSE POSITIVE,7.9426176,0.942,6.703,1590.7,4.68,878.0,140.57,60.4,1,172.0,5811.0,4.521,0.07,0.926,1.036,299.00143,43.399632,15.26
7373451,K00881.02,Kepler-712 c,CONFIRMED,226.8904775,0.731,7.558,3136.4,4.53,236.0,0.73,46.8,2,7.0,5067.0,4.585,-0.08,0.75,0.789,294.90973,42.935261,15.859
7377033,K00882.01,,FALSE POSITIVE,1.956811408,1.091,2.1958,24905.0,21.58,1109.0,357.16,125.4,1,685.0,5209.0,4.657,-1.24,0.603,0.602,295.83536,42.943062,15.533
7380537,K00883.01,,CANDIDATE,2.688899233,0.001,2.11275,37491.6,12.04,929.0,175.76,1011.6,1,499.0,4820.0,4.667,-0.4,0.639,0.699,296.68307,42.967869,15.766
7434875,K00884.01,Kepler-247 c,CONFIRMED,9.439459486,0.049,2.8979,3036.1,4.16,686.0,52.32,175.2,3,144.0,5097.0,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067
8349582,K00122.01,Kepler-95 b,CONFIRMED,11.523067458,0.0,3.8757,507.3,3.13,927.0,174.81,142.0,1,116.0,5644.0,4.162,0.3,1.411,1.053,284.48245,44.398041,12.346
7434875,K00884.02,Kepler-247 d,CONFIRMED,20.47748843,0.497,2.8364,1382.4,2.92,530.0,18.65,52.7,3,59.0,5097.0,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067
7434875,K00884.03,Kepler-247 b,CONFIRMED,3.336123113,0.252,1.9616,516.3,1.74,970.0,209.79,41.6,3,386.0,5097.0,4.597,0.21,0.779,0.891,288.64252,43.039291,15.067
7455287,K00886.01,Kepler-54 b,CONFIRMED,8.01078456,0.192,2.312,1333.6,1.72,453.0,9.9,48.5,3,168.0,3713.0,4.779,-0.12,0.47,0.484,294.77393,43.056301,15.847
7455287,K00886.02,Kepler-54 c,CONFIRMED,12.07134205,0.014,4.3224,759.2,1.29,395.0,5.74,31.0,3,112.0,3713.0,4.779,-0.12,0.47,0.484,294.77393,43.056301,15.847
7455287,K00886.03,Kepler-54 d,CONFIRMED,20.99587872,0.228,2.6333,767.3,1.3,328.0,2.74,18.2,3,55.0,3713.0,4.779,-0.12,0.47,0.484,294.77393,43.056301,15.847
7458762,K00887.01,Kepler-713 b,CONFIRMED,7.41113177,0.712,2.5242,620.5,2.45,905.0,158.11,50.4,1,181.0,5849.0,4.517,-0.02,0.919,1.014,295.65149,43.029831,15.031
7552344,K00888.01,,FALSE POSITIVE,1.000747038,0.908,0.9967,1823.5,4.14,1620.0,1635.2,147.4,1,668.0,5472.0,4.499,-0.54,0.79,0.718,297.97513,43.164909,15.419
757450,K00889.01,Kepler-75 b,CONFIRMED,8.884922995,0.069,2.07004,16053.4,10.51,770.0,83.21,388.2,1,153.0,5332.0,4.5,-0.08,0.843,0.821,291.1376,36.577381,15.264
7585481,K00890.01,Kepler-714 b,CONFIRMED,8.09888906,0.018,4.20241,6911.1,8.95,986.0,223.19,435.9,1,168.0,6214.0,4.442,0.07,1.076,1.169,282.69952,43.272739,15.261
7663691,K00891.01,Kepler-715 b,CONFIRMED,10.00653012,0.862,5.344,936.1,3.52,876.0,139.21,71.9,1,135.0,6063.0,4.47,-0.02,1.001,1.079,283.63077,43.379398,15.063
5812701,K00012.01,Kepler-448 b,CONFIRMED,17.855221681,0.075,7.41287,9065.2,13.16,911.0,163.04,915.7,1,75.0,6823.0,4.308,0.07,1.367,1.386,297.45374,41.01099,11.353
8013419,K00901.01,,CANDIDATE,12.732624065,0.811,2.2083,6465.7,4.87,432.0,8.22,210.5,1,110.0,3950.0,4.721,-0.14,0.541,0.563,285.16748,43.876339,15.75
8018547,K00902.01,,CANDIDATE,83.92494032,0.658,6.7904,7958.7,4.78,226.0,0.62,182.1,1,18.0,3960.0,4.746,-0.36,0.509,0.526,287.85239,43.897991,15.754
8039892,K00903.01,Kepler-719 b,CONFIRMED,5.007316661,0.344,4.2362,6932.3,6.96,998.0,234.28,431.4,1,271.0,5865.0,4.563,-0.34,0.827,0.914,295.53613,43.884449,15.813
8150320,K00904.01,Kepler-55 d,CONFIRMED,2.211116989,0.69,1.6485,724.2,1.85,931.0,177.19,42.6,5,603.0,4500.0,4.656,-0.02,0.646,0.71,285.16833,44.026459,15.791
8150320,K00904.02,Kepler-55 b,CONFIRMED,27.9541337,0.063,3.95,942.5,1.9,400.0,6.04,25.4,5,48.0,4500.0,4.656,-0.02,0.646,0.71,285.16833,44.026459,15.791
11086270,K00124.01,Kepler-110 b,CONFIRMED,12.69104387,0.008,3.7727,252.1,2.57,1008.0,244.3,60.2,2,108.0,5869.0,4.024,-0.16,1.626,1.019,292.92914,48.60281,12.935
7767559,K00895.01,,FALSE POSITIVE,4.409409243,0.028,3.8636,12861.0,10.95,1101.0,347.06,85.8,1,303.0,5600.0,4.368,-0.26,0.975,0.811,296.41019,43.455391,15.403
7825899,K00896.01,Kepler-248 c,CONFIRMED,16.23947096,0.043,4.0374,2590.7,4.14,598.0,30.14,123.8,3,83.0,5191.0,4.564,0.34,0.837,0.937,293.0614,43.58136,15.258
7825899,K00896.02,Kepler-248 b,CONFIRMED,6.308201629,0.03,2.9785,1328.5,2.96,819.0,106.44,86.2,3,205.0,5191.0,4.564,0.34,0.837,0.937,293.0614,43.58136,15.258
7849854,K00897.01,Kepler-718 b,CONFIRMED,2.052349884,0.437,2.0778,14280.6,13.12,1497.0,1183.18,1072.1,1,650.0,5855.0,4.393,0.14,1.08,1.049,299.56189,43.503559,15.257
7870390,K00898.01,Kepler-83 b,CONFIRMED,9.7704486,0.09,2.4517,1897.8,2.23,460.0,10.59,58.0,3,135.0,3906.0,4.73,-0.32,0.509,0.508,282.23251,43.66563,15.777
7870390,K00898.02,Kepler-83 d,CONFIRMED,5.169804269,0.351,2.153,1037.4,1.66,569.0,24.75,41.4,3,256.0,3906.0,4.73,-0.32,0.509,0.508,282.23251,43.66563,15.777
5094751,K00123.02,Kepler-109 c,CONFIRMED,21.22261195,0.02,6.5093,366.0,2.48,771.0,83.56,114.9,2,64.0,5945.0,4.213,-0.08,1.302,1.009,290.39273,40.28487,12.365
7870390,K00898.03,Kepler-83 c,CONFIRMED,20.09017037,0.886,4.154,1432.1,2.25,362.0,4.05,36.9,3,63.0,3906.0,4.73,-0.32,0.509,0.508,282.23251,43.66563,15.777
7907423,K00899.01,Kepler-249 c,CONFIRMED,7.11373257,0.334,2.1764,807.6,1.16,429.0,8.01,44.4,3,186.0,3561.0,4.855,0.0,0.411,0.44,296.98505,43.65852,15.234
7907423,K00899.02,Kepler-249 b,CONFIRMED,3.306551643,0.001,1.8177,509.2,0.91,554.0,22.19,37.8,3,398.0,3561.0,4.855,0.0,0.411,0.44,296.98505,43.65852,15.234
7907423,K00899.03,Kepler-249 d,CONFIRMED,15.36845737,0.115,2.4714,756.1,1.11,332.0,2.86,30.9,3,82.0,3561.0,4.855,0.0,0.411,0.44,296.98505,43.65852,15.234
7938496,K00900.01,Kepler-1730 b,CONFIRMED,13.81020318,0.791,3.048,1309.7,4.56,833.0,113.75,46.2,1,90.0,5942.0,4.327,-0.04,1.142,1.009,281.96063,43.70311,15.425
8490993,K00911.01,Kepler-722 b,CONFIRMED,4.093578461,0.93,2.5833,538.6,2.85,1182.0,461.07,36.4,2,328.0,6077.0,4.471,-0.04,0.999,1.077,290.26328,44.55645,15.399
8490993,K00911.02,Kepler-722 c,CONFIRMED,105.145959,0.964,8.593,685.4,3.43,401.0,6.09,15.4,2,13.0,6077.0,4.471,-0.04,0.999,1.077,290.26328,44.55645,15.399
8505670,K00912.01,Kepler-252 c,CONFIRMED,10.8484518,0.21,2.9993,1675.6,2.34,499.0,14.66,64.5,2,122.0,4201.0,4.682,-0.2,0.591,0.609,295.57935,44.545959,15.058
8505670,K00912.02,Kepler-252 b,CONFIRMED,6.66833241,0.644,1.915,362.3,1.18,587.0,28.06,14.2,2,192.0,4201.0,4.682,-0.2,0.591,0.609,295.57935,44.545959,15.058
8544996,K00913.01,Kepler-723 b,CONFIRMED,4.082274889,0.093,3.23015,17859.2,10.55,1016.0,251.48,1669.1,1,329.0,5655.0,4.581,-0.3,0.794,0.886,284.83047,44.658138,15.198
8552202,K00914.01,,CANDIDATE,3.886655224,0.649,3.1646,581.6,1.87,1010.0,246.29,48.1,1,343.0,5662.0,4.61,-0.54,0.738,0.813,288.72665,44.60751,15.371
8150320,K00904.03,Kepler-55 c,CONFIRMED,42.1406089,0.045,5.083,895.5,1.85,349.0,3.49,21.6,5,28.0,4500.0,4.656,-0.02,0.646,0.71,285.16833,44.026459,15.791
8150320,K00904.04,Kepler-55 e,CONFIRMED,4.617490562,0.649,2.2618,575.8,1.62,728.0,66.47,28.1,5,272.0,4500.0,4.656,-0.02,0.646,0.71,285.16833,44.026459,15.791
8150320,K00904.05,Kepler-55 f,CONFIRMED,10.19849255,0.714,2.4283,634.1,1.75,559.0,23.11,21.4,5,119.0,4500.0,4.656,-0.02,0.646,0.71,285.16833,44.026459,15.791
8180063,K00905.01,,FALSE POSITIVE,5.795063956,0.949,3.2496,1692.9,4.33,950.0,192.74,119.4,1,230.0,5865.0,4.563,-0.34,0.827,0.914,296.50754,44.036072,15.289
8226994,K00906.01,Kepler-250 c,CONFIRMED,7.15681552,0.45,2.5882,867.0,2.47,782.0,88.23,47.7,3,186.0,5029.0,4.494,0.14,0.838,0.798,289.59476,44.141949,15.46
8226994,K00906.02,Kepler-250 d,CONFIRMED,17.64830851,0.653,2.0873,763.3,2.43,579.0,26.49,23.8,3,73.0,5029.0,4.494,0.14,0.838,0.798,289.59476,44.141949,15.46
8226994,K00906.03,Kepler-250 b,CONFIRMED,4.14810719,0.093,2.535,175.2,1.08,938.0,182.76,12.9,3,314.0,5029.0,4.494,0.14,0.838,0.798,289.59476,44.141949,15.46
8247638,K00907.01,Kepler-251 c,CONFIRMED,16.51410989,0.395,4.1575,973.5,2.72,655.0,43.57,55.9,4,76.0,5527.0,4.488,-0.18,0.866,0.841,296.56622,44.105862,15.223
8247638,K00907.02,Kepler-251 d,CONFIRMED,30.1329298,0.839,5.172,1015.8,3.14,536.0,19.55,44.8,4,37.0,5527.0,4.488,-0.18,0.866,0.841,296.56622,44.105862,15.223
8247638,K00907.03,Kepler-251 b,CONFIRMED,4.79090809,0.11,2.603,251.3,1.36,990.0,227.24,21.2,4,242.0,5527.0,4.488,-0.18,0.866,0.841,296.56622,44.105862,15.223
11086270,K00124.02,Kepler-110 c,CONFIRMED,31.71981013,0.125,4.819,363.4,3.09,743.0,71.97,63.1,2,44.0,5869.0,4.024,-0.16,1.626,1.019,292.92914,48.60281,12.935
8247638,K00907.04,Kepler-251 e,CONFIRMED,99.6415962,0.028,4.448,952.5,2.64,360.0,3.97,22.7,4,12.0,5527.0,4.488,-0.18,0.866,0.841,296.56622,44.105862,15.223
8255887,K00908.01,Kepler-720 b,CONFIRMED,4.708326451,0.061,3.16114,7912.7,10.6,1162.0,431.02,633.4,1,285.0,5560.0,4.246,0.14,1.21,0.94,298.63565,44.17094,15.113
8256049,K00909.01,,FALSE POSITIVE,16.37198661,9.303,3.8449,4147.6,540.37,438.0,8.71,54.5,1,84.0,4187.0,4.656,-0.28,0.592,0.58,298.67862,44.175499,15.654
8414716,K00910.01,Kepler-721 b,CONFIRMED,5.392026903,0.314,2.9804,1151.4,2.68,850.0,123.33,77.4,1,244.0,5198.0,4.589,0.21,0.801,0.915,284.43051,44.48053,15.651
